id,Beer_Name,Brew_Factory_Name,Style,ABV
1817,Right Brain Looping Owl,Right Brain Brewery,Amber Ale,6.50
1818,Deschutes Fadeaway Amber Ale,Deschutes Brewery,Amber Ale,6.50
1819,Wrecking Bar Penny for your Thoughts Copper Ale,Wrecking Bar Brewpub,Amber Ale,5.10
1820,Feather Falls Coyote Spirit Amber Ale,Feather Falls Brewing Company,Amber Ale,4.25
1821,7 Seas Cutt_s NW Amber Ale,7 Seas Brewing,Amber Ale,6.20
1822,Certified Originals Check Yourself Before You Wreck Yourself,Niagara College Teaching Brewery,India Pale Ale &#40; IPA &#41;,9
1823,Acoustic Ales Road to the Abbey,Acoustic Ales Brewing Experiment,Belgian Ale,5.80
1824,10 Barrel Frosty_s Revenge,10 Barrel Brewing &#40; AB InBev &#41;,Belgian Strong Ale,7
1825,Lompoc Bourbon Barrel Aged Proletariat Red Ale,Lompoc Brewing,Amber Ale,6.40
1826,Right Brain Cherry Queen Amber Ale,Right Brain Brewery,Fruit Beer,5.10
1827,Hops Flying Squirrel Nut Brown Ale,Hops Grillhouse & Brewery &#40; Corp HQ &#41;,Brown Ale,4.40
1828,DC Brau / Oliver_s Burial at Sea,DC Brau Brewing Company,Mild Ale,4.30
1829,Broken Tooth Great Land Campfire Lager,Broken Tooth Brewing Company,Smoked,5.60
1830,Batch &#40; AUS &#41; Statler Amber Ale,Batch Brewing Company &#40; AUS &#41;,Amber Ale,5.20
1831,Artzner Perle Des _ les,Artzner,Fruit Beer,7
1832,3 Sheeps Autumnal Hoppiness Harvest Ale,3 Sheeps Brewing Company,American Strong Ale,7.20
1833,Bad Seed Raspberry Red Ale,Bad Seed,Fruit Beer,4.30
1834,Bridger Session Amber Ale,Bridger Brewing,Amber Ale,4.80
1835,Sly Fox M. Bier Amber,Sly Fox Brewing Company,American Pale Ale,5.70
1836,One Barrel Wrenclaw Red Ale,One Barrel Brewing Company,Amber Ale,6
1837,Rogue Captain Sigs Deadliest Ale &#40; Northwestern Ale &#41;,Rogue Ales,India Pale Ale &#40; IPA &#41;,6.20
1838,Mooselick Moose Hide Amber Ale,Mooselick Brewing,Amber Ale,5
1839,Nebraska / Rock Brothers 311 Amber Ale,Nebraska Brewing Company,Amber Ale,
1840,Heavy Riff Shady Lane Amber Ale,Heavy Riff Brewing Company,Amber Ale,4.50
1841,Rupert_s Match The Drapes Amber Ale,Rupert_s Brew House,Amber Ale,5.90
1842,Clockwork Cartside Red,Clockwork &#40; Maclay &#41;,Amber Ale,4.40
1843,Thr3e Wise Men Double Pagoda Pit Road Red,Thr3e Wise Men,Imperial IPA,8.50
1844,Alameda Wasco Indian Summer Ale,Alameda Brewing Co. .,India Pale Ale &#40; IPA &#41;,6.30
1845,Pump House Firechiefs Red Ale,Pump House Brewery,Amber Ale,5
1846,Cottage Delight Metrognome,Staffordshire &#40; prev Leek &#41;,Premium Bitter/ESB,4.50
1847,508 Cocoa for Coconuts &#033;,508 Gastrobrewery,Cream Ale,
1848,Red Lodge Resurrection Doppelbock,Red Lodge Ales,Doppelbock,7.90
1849,Sockeye Freds Raging Red,Sockeye Brewing,Imperial Pils/Strong Pale Lager,6.20
1850,Ale Industries Spring Fling,Ale Industries,Spice/Herb/Vegetable,5.50
1851,Jing A &#40; Blushing Geija &#41; Koji Red Ale,Jing A &#40; &#20140; A &#41; Capital Brewing Co. .,Specialty Grain,6.20
1852,Dieu du Ciel Clef des Champs,Dieu du Ciel,Traditional Ale,5
1853,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Premium Bitter/ESB,5.70
1854,Bold City 1901 Red Ale,Bold City Brewery,American Strong Ale,8
1855,De la Soif Barbe Torte AmbrÃ © e Au BlÃ © Noir,De la Soif,BiÃ ¨ re de Garde,5
1856,Burdock Fresh Hop Pale Ale,Burdock,American Pale Ale,6.40
1857,Old Abbey Brett Trois Red Rye ISA,Old Abbey Ales,Session IPA,4.20
1858,ChÃ cents teau de Moulinsard La Rousse Au Bourbon,Riva Brouwerij &#40; Duvel-Moortgat &#41;,Belgian Ale,4.70
1859,Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50
1860,Pokertree Red Earl Ruby Ale,Pokertree,Amber Ale,5.50
1861,HOPe Bohemic,La Vella Caravana,Amber Ale,6
1862,Flathead Lake Dock Start Amber Ale,Flathead Lake Brewing Company,Amber Ale,5.60
1863,Speakeasy Wet Hop Prohibition Red Ale,Speakeasy Ales and Lagers,Amber Ale,6.10
1864,Blind Bat Eye Chart Ale,Blind Bat Brewery,Premium Bitter/ESB,5
1865,Emerson_s Brewers Reserve Oreti Red,Emerson_s Brewing Company &#40; Lion Breweries - NZ &#41;,India Pale Ale &#40; IPA &#41;,6
1866,Big Alice No. 0066 - Red Oak IPA,Big Alice Brewing,Imperial IPA,11.70
1867,Firetrucker First Responder Red,Firetrucker Brewery,Amber Ale,5.20
1868,Nevin_s Red Ain_t Dead / ReplicAle 2014,Nevin_s Brewing Company,Amber Ale,6
1869,Aguila del Sur Premium Rubia,Aguila del Sur,Premium Lager,4.50
1870,Lake Placid Barkeater Amber Ale,Lake Placid Pub & Brewery,Amber Ale,5
1871,Naked City Scarlet Street,Naked City Brewing,American Strong Ale,
1872,HopDog BeerWorks Zombie Fish Puncher,HopDog BeerWorks,India Pale Ale &#40; IPA &#41;,6.50
1873,Freetail Fluck_s Incapacitor,Freetail Brewing Co. .,Amber Ale,6.40
1874,Hoppy Stony Face Red Ale,Hoppy Brewing Company,Amber Ale,5.60
1875,Butterfield Bridalveil Amber Ale,Butterfield Brewing Company,Amber Ale,5.70
1876,Dragas Pacific at Sunset,Dragas Brewing,Amber Ale,5.60
1877,Deva Amber,VG Noster,Amber Ale,6
1878,Catawba Valley King Coconut Porter,Catawba Valley Brewing Company,Porter,5.40
1879,Barrier Willamette Valley Amber Ale,Barrier Brewing Company,Amber Ale,5.20
1880,Fox River Wisconsin Red Ale,Fox River Brewing Co. .,Amber Ale,
1881,Barrier Bulkhead American Red Ale,Barrier Brewing Company,Amber Ale,6.60
1882,23rd Street Coconut Rum Infused Brown Ale,23rd Street Brewery,Brown Ale,
1883,Berkeley Springs American Amber Ale,Berkeley Springs Brewing Company,Amber Ale,5.30
1884,Taps Lillie_s Q Hog Tied Amber Ale,Taps Fish House and Brewery,Amber Ale,5.80
1885,armando_otchoa_s Allied Forces - Hangover D.S.O.T.G. Rasta,Brandecker SÃ ¶ rhÃ ¡ z,India Pale Ale &#40; IPA &#41;,6.25
1886,Blue Heron Corey_s American Pale Ale &#40; C.A.P.A. &#41;,Blue Heron Brewpub,American Pale Ale,6.20
1887,Bonfire High Altitude Pale Ale &#40; H.A.P.A. &#41;,Bonfire Brewing,American Pale Ale,
1888,Leinenkugels Auburn Ale,Leinenkugel Brewing Company &#40; Tenth & Blake Beer Co. &#41;,Amber Ale,
1889,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60
1890,101 North High Gravity,101 North Brewing Company,Imperial IPA,8.80
1891,Bear Republic New Oak Red Rocket Ale,Bear Republic Brewing Company,Amber Ale,7.30
1892,Loose Shoe SlÃ ¡ inte Irish Red Ale,Loose Shoe Brewing Company,Irish Ale,5.50
1893,Acorn Aurora IPA,Acorn,American Pale Ale,5
1894,Ironworks Tanglefoot Red,Ironworks Brewery and Pub,Amber Ale,7.20
1895,10 Barrel Beernog,10 Barrel Brewing &#40; AB InBev &#41;,American Strong Ale,7.50
1896,1516 M&N Amber Ale &#40; Whole Leaf Hopped &#41;,1516 Brewing Company,Amber Ale,
1897,Dust Bowl Dr. Rudi Es Muy Caliente,Dust Bowl Brewing Company,American Strong Ale,7.10
1898,Laitilan Kukko Ale,Laitilan Wirvoitusjuomatehdas,Amber Ale,4.30
1899,Geco Inoki,Birrificio Geco,India Pale Ale &#40; IPA &#41;,6.60
1900,Goose Island Red Felt Ale,Goose Island Beer Company &#40; Brewpubs &#41;,Amber Ale,6
1901,5 Seasons Westside Free Form Jazz Odysee Belgian Amber on Oak & Armagnac,5 Seasons Westside,Belgian Strong Ale,
1902,Dead Frog Winter Seasonal Amber Ale,Dead Frog Brewery,Amber Ale,5
1903,Elgoods Copper Feelgood,Elgoods,Bitter,3.70
1904,Far West Red Wine Ale,Far West,Amber Ale,5.20
1905,Copper Canyon Devils Peak Ale,Copper Canyon Brewery Restaurant &#40; MI &#41;,India Pale Ale &#40; IPA &#41;,6.50
1906,Red Squirrel White Mountain American IPA,Red Squirrel,American Pale Ale,5.40
1907,Les Brasseurs du Hameau Rhumantony,Les Brasseurs du Hameau,Spice/Herb/Vegetable,7
1908,Bauhaus Brew Labs Sky-Five Midwest CÃ ¶ ast IPA - Cardamom & Grapefruit Zest,Bauhaus Brew Labs,India Pale Ale &#40; IPA &#41;,6.70
1909,Ghost River Riverbank Red,Ghost River Brewing &#40; Roma Pomodori &#41;,Irish Ale,5
1910,7venth Sun Midnight Moonlight - Blood Orange Mimosa,7venth Sun Brewery,Berliner Weisse,4.90
1911,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Amber Ale,7.50
1912,AleSmith Evil Dead Red,AleSmith Brewing Company,Amber Ale,6.66
1913,Ass Clown Salted Ginger Black Sour,Ass Clown Brewing Company,Sour/Wild Ale,7.10
1914,Fox & Hounds Redtail Ale,Fox & Hounds Brewpub ( Malt House Brewing Co. ),Amber Ale,
1915,Naked City McGuffin Amber Ale,Naked City Brewing,Amber Ale,4.80
1916,Base Camp Uncommon Ground Dunkel,Base Camp Brewing Company,Dunkel/Tmav Ã 1/2,4.10
1917,Vice District Fire Mouth Red,Vice District Brewing Company,American Strong Ale,8.50
1918,Coronado Shrunken Head Red,Coronado Brewing Company,Session IPA,4.50
1919,Little Egypt Red Ale,Carbondale Craft Beer,Amber Ale,
1920,Arrowhead RedRum Rhubarb Rye-P-A,Arrowhead Brewing,Fruit Beer,6.66
1921,Chapman_s Red RYEding Hood,Chapman_s Brewing Company,Specialty Grain,10
1922,5 Seasons North Amber Alert,5 Seasons North,Amber Ale,
1923,Grays Rathskeller Amber Ale,Grays Brewing Company,Amber Ale,
1924,Genesis Red Ale,Olympic Brewery,Irish Ale,
1925,Pig Minds Cherry Pippins,Pig Minds Brewing Co. .,Amber Ale,8.20
1926,Jacobsen Red Christmas Ale,Husbryggeriet Jacobsen &#40; Carlsberg &#41;,Amber Ale,4.60
1927,_ s Antla Festbier,_ s Antla,Oktoberfest/M Ã $ rzen,
1928,Raised Grain Spring City Amber,Raised Grain Brewing Company,Amber Ale,6.73
1929,La BolÃ © e Bretonne Cidre Bouche Bio Brut,Les Celliers AssociÃ © s,Cider,5
1930,Atwater 1936,Atwater Block Brewery,American Strong Ale,9
1931,Bier Brewery Megalodon,Bier Brewery,American Strong Ale,7.80
1932,Honeydew Apiaries The Golden Drop,Honeydew Apiaries,Mead,12
1933,Binckse Belofte,Gulden Spoor,Amber Ale,5.80
1934,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company,American Strong Ale,8.30
1935,Aylesbury Red Right Hand,Aylesbury,Bitter,4.20
1936,16 Mile Regal Eagle,16 Mile Brewing Company,Amber Ale,6.20
1937,Indianapolis Duesseldorfer Amber Ale,Indianapolis Brewing Co. .,Amber Ale,
1938,Dunham Massey Ruby Sunset,Dunham Massey,Bitter,4.10
1939,_ atec Xantho &#40; Dark Lager &#41;,_ ateckÃ 1/2 Pivovar &#40; Carlsberg &#41;,Dunkel/Tmav Ã 1/2,5.70
1940,Twents Amber,Twentse Bierbrouwerij,Belgian Ale,5.50
1941,Picaroons Parcel of Rogues,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,4.60
1942,Church-Key Riot Act Imperial Stout,Church-Key Brewing,Imperial Stout,9
1943,_ ampion Crno,Vr_a &#269; ka Pivara,Porter,
1944,13 Virtues Rip City Red,13 Virtues Brewing Company,Amber Ale,5.60
1945,Adroit Theory Harbinger Redux 2.0,Adroit Theory Brewing Company,Amber Ale,9.40
1946,At Large Alibi Amber,At Large Brewing,Amber Ale,6.30
1947,Boxing Cat / Great Leap Yunnan Amber,Boxing Cat Brewery,Amber Ale,5.20
1948,Carolina Brewery Copperline Amber Ale,Carolina Brewery,Amber Ale,5.40
1949,Jaw Glide,Jaw Brew,Golden Ale/Blond Ale,4.60
1950,Coalition Mutual Fermentation,Coalition Brewing,Amber Ale,6
1951,Barley Johns Wretched Red Ale,Barley Johns Brew Pub,Irish Ale,7.15
1952,AleSmith Nut Brown Ale - Vietnamese Coffee,AleSmith Brewing Company,Brown Ale,5
1953,Chatham Summer Hummer,Chatham Brewing,Cream Ale,
1954,Lake Charlevoix Round Lake Red,Lake Charlevoix Brewing Company,Irish Ale,5.80
1955,Flat 12 Barrel Aged Moustache Ride Red,Flat 12 Bierwerks,Amber Ale,
1956,Sycamore Jubilee Session Amber,Sycamore Brewing,Amber Ale,4.30
1957,Oliphant Ant Ray Cow Pants,Oliphant Brewing Company,Spice/Herb/Vegetable,7.90
1958,Appalachian Mountain Honey Badger Blonde,Appalachian Mountain Brewery,Golden Ale/Blond Ale,4.70
1959,_ La FÃ '' t Rouquine,_ La FÃ '' t,Amber Ale,5.20
1960,Man Cave Papakeechie_s Reserve,Man Cave Brewing Company,Irish Ale,
1961,Elysian Men_s Room Original Red,Elysian Brewing &#40; AB-InBev &#41;,American Pale Ale,5.60
1962,Crannog Wobbly Toddler Red Milk Ale,Crannog Ales,English Strong Ale,7.50
1963,Bistronomy Ol _ Yelper Red,Bistronomy B2B,Specialty Grain,6.30
1964,Block 15 Millennium Falcon,Block 15 Brewery,Amber Ale,7.30
1965,13 Virtues 21st Anniversary Double Red,13 Virtues Brewing Company,American Strong Ale,7.90
1966,Pitchfork Hudson Honey Bee Blonde,Pitchfork Brewing Company,Golden Ale/Blond Ale,5.50
1967,Triton Magnificent Amber,Triton Brewing Company,Amber Ale,5.40
1968,Rusty Nickel On The Border Amber Porter,Rusty Nickel Brewing Company,Amber Ale,5.20
1969,Cabinet Mountain Ross Creek Red Ale,Cabinet Mountain Brewing Company,Amber Ale,7.10
1970,Catawba Island McFadden Red Ale,Catawba Island Brewing Company,Irish Ale,6
1971,1516 Eegit Yakima Stout,1516 Brewing Company,Stout,
1972,BiÃ ¨ res d_Anjou La Piautre Rousse,La Fabrique des BiÃ ¨ res d_Anjou,Spice/Herb/Vegetable,6
1973,AleSmith YuleSmith &#40; Winter &#41; Imperial Red Ale,AleSmith Brewing Company,American Strong Ale,8.50
1974,10 Barrel Project Failed Red Ale,10 Barrel Brewing &#40; AB InBev &#41;,Amber Ale,6.70
1975,Black Forest Whistle Stop Amber Ale,Black Forest Brewery,Amber Ale,5.50
1976,Fire Mountain Brew House Carlton KÃ ¶ lsch,Fire Mountain Brew House,KÃ ¶ lsch,5.90
1977,Blue Tractor Red Barn Ale,Blue Tractor BBQ & Brewery,Amber Ale,
1978,G.G. Brewers Amberly Eyes,G.G. Brewers,Amber Ale,6
1979,_ l_Abri de la TempÃªte Palabre de la Gourmande,_ l_Abri de la TempÃªte,Fruit Beer,
1980,Maritime Pacific Nightwatch Dark Amber Ale,Maritime Pacific Brewing Co. .,Amber Ale,5.50
1981,Chilly Water Buddy_s Hop Harvest Red Ale,Chilly Water Brewing Company,Amber Ale,7.20
1982,Waddell_s Fireman_s Amber Ale,Waddell_s Brewing Company,Amber Ale,4.50
1983,Pizza Port Acacia Amber Ale,Pizza Port &#40; Solana Beach &#41;,Belgian Ale,
1984,Le Prospecteur Rousse du Prospecteur,Microbrasserie Le Prospecteur,Irish Ale,5.30
1985,Forstner Das Rote,Handbrauerei Forstner,Amber Ale,5
1986,Redline Radio Banter,Redline Brewhouse,Amber Ale,4.90
1987,5 Seasons Westside Freudian Slip Vienna Lager,5 Seasons Westside,Amber Lager/Vienna,
1988,Argyle Alter Your Brew Altbier,Argyle Brewing Company,Altbier,4.60
1989,5 Rabbit 5 Grass with Valencia Oranges Orange Blossom and Chamomile,5 Rabbit Cerveceria,American Pale Ale,6.70
1990,Ego Forhekset Prinsesse,Ego Brygghus,Amber Ale,6.20
1991,Festival Amber,Festival,Bitter,3.80
1992,Echigo Premium Red Ale,Echigo Beer Company,Amber Ale,5.50
1993,Sugar Ridge Johnny Danger Copper Ale,Sugar Ridge Brewery,Amber Ale,5.50
1994,21st Amendment North Star Red Ale,21st Amendment Brewery,Amber Ale,6.50
1995,Charlevoix CuvÃ © e Les Petits Brasseurs,Microbrasserie Charlevoix / Le Saint Pub,Amber Ale,5.20
1996,Amsterdam Brewboys Hop Riot Amber Ale,De Noord-Hollandse Bierbrouwerij,Amber Ale,4.60
1997,HBH Rubia,HBH ( _ uÃ ± oa ),American Pale Ale,5.50
1998,ZwanzigZ English Ruby Mild,ZwanzigZ,Mild Ale,4.80
1999,Caledonian Marching Orders,Caledonian &#40; Heineken UK &#41;,Bitter,4.20
2000,Dead Bear Escanaba River Amber Ale,Dead Bear Brewing Company,Amber Ale,5.50
2001,BJ_s Oasis Amber,BJ_s Restaurant & Brewhouse,Amber Ale,4.50
2002,Blasted Barley Red White & Boom Amber,Blasted Barley Beer Co. .,Amber Ale,6.20
2003,Benelux Lager Rousse,Benelux Brasserie Artisanale,Amber Lager/Vienna,5.30
2004,Coaticook La Maplehurst,Microbrasserie Coaticook,Amber Ale,
2005,Brodies Soho Superior IPA,Brodies,India Pale Ale &#40; IPA &#41;,7.40
2006,Barnstar Saloon Girl Red,Barnstar Brewing Company,Amber Ale,5.50
2007,Avery Barrel-Aged Series 19 - Rufus Corvus,Avery Brewing Company,Sour/Wild Ale,6.83
2008,Blands Scrumptious Dry Cider,Blands Cider,Cider,5.80
2009,1st Republic Windsor Ale,1st Republic Brewing Company,Amber Ale,4.80
2010,Chehalem Valley Summit Amber,Chehalem Valley Brewing Company,Amber Ale,5
2011,Bellarine The Heads Ale,Bellarine Brewing Company,Irish Ale,5.20
2012,Brew Wharf How Now Brown Cow,Brew Wharf,Stout,3.10
2013,Albion La Berthelaise,Brasserie Artisanale Albion,Smoked,6.70
2014,Crooked Ewe What_s My Name Amber Ale,Crooked Ewe Brewery,Amber Ale,5.50
2015,Ringneck Red Alert Amber,The Brew Kettle,Amber Ale,5.30
2016,Roulier Lamarieuse,Brasserie de Roulier,Amber Ale,5.40
2017,Heilige Red Ale,Cervejaria Peter Von Brutschen,Amber Lager/Vienna,6
2018,Hidden Springs Ginger Mullet,Hidden Springs Ale Works,Amber Ale,6.50
2019,Barrel Trolley Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,
2020,Buckleys Original Ale,Yarra Flats Brewery,English Pale Ale,4.90
2021,3 Daughters 4 Redemption Barrel Aged Quad,3 Daughters Brewing Company,Abt/Quadrupel,11
2022,Legenda Pony,Legenda SÃ ¶ rf &#337; zde,Golden Ale/Blond Ale,4.50
2023,Grand Armory Dewey Hill Amber,Grand Armory Brewing,Amber Ale,5.80
2024,Les Brasseurs du Grand Paris Ligne 3,Parisis,Amber Ale,5
2025,Jacks Red Ale,Jacks Brewing Co. &#40; formerly Fremont Brewing Co. &#41;,Amber Ale,
2026,1516 Dark Wheat Ale,1516 Brewing Company,Wheat Ale,
2027,10 Barrel Goodin _ Hoppy,10 Barrel Brewing &#40; AB InBev &#41;,India Pale Ale &#40; IPA &#41;,7.50
2028,BlackLab El Importador,BlackLab Brewhouse,Specialty Grain,5.50
2029,Blue Pants Knickerbocker Red,Blue Pants Brewery,Amber Ale,7
2030,Bressene,Brasserie Grain d_Orge,Belgian Strong Ale,8
2031,Mad Fox Renegade Imperial Red IPA,Mad Fox Brewing Company,American Strong Ale,8.50
2032,_ s Antla Weihnachtsbier,_ s Antla,Dunkler Bock,
2033,Maison de Brasseur Mont Bugey,RiviÃ ¨ re d_Ain,Amber Lager/Vienna,6.60
2034,PÃ ¨ re Jakob AmbrÃ © e Bitter with Brewers Gold,PÃ ¨ re Jakob,Amber Lager/Vienna,5
2035,Wheeling Old Reymann_s Amber,Wheeling Brewing Company,Amber Ale,4.70
2036,Black Star Co-op Pub & Brewery Truffle Dee,Black Star Co-op Pub & Brewery,Belgian Ale,6
2037,La SociÃ © tÃ © Provocante,La SociÃ © tÃ © Microbrasserie,Amber Ale,
2038,Copper Club F-Town Amber,Copper Club Brewing,Amber Ale,6.10
2039,Astoria Old Red Beard Amber Ale,Astoria Brewing Co. &#40; Wet Dog Cafe &#41;,Amber Ale,6
2040,Hop n _ Moose Sunnybank Red,Hop n _ Moose Brewing Company,Amber Ale,
2041,Clifton Hill Dark Ale,Clifton Hill Brewpub,Porter,4.50
2042,Salty Nut Miss Scarlett,Salty Nut Brewery,Amber Ale,7
2043,Havannah,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken ),Amber Ale,5.80
2044,Against the Grain / To _ l An Ale Fixation : BA Scotch and Rye,Against the Grain Brewery,Imperial Stout,11
2045,Icicle DirtyFace Amber,Icicle Brewing Company,Amber Lager/Vienna,5
2046,Lance-Pierre la Rouste,Lance-Pierre,Premium Bitter/ESB,6
2047,Backcountry Switchback Amber,Backcountry Brewery,Amber Ale,5.40
2048,Midnight Sun Unite Double Red Hot Ale &#40; 2015 &#41;,Midnight Sun Brewing Company,Amber Ale,7.50
2049,Cobra Angry Leprechaun,Cobra Brewing Company,Irish Ale,6
2050,450 North Copperhead Road Ale,450 North Brewing Company,Belgian Ale,5.20
2051,Wabash 503 Amber Ale,Wabash Brewing Company,Amber Ale,5.30
2052,Aeronaut Red Baron,Aeronaut &#40; Laine &#41;,American Pale Ale,5.10
2053,Drei Tannen Wildsau,Drei Tannen,Amber Lager/Vienna,
2054,Bourbon Rousse,Brasserie de Bourbon ( Heineken ),Amber Ale,5
2055,Lake Superior Mesabi Red,Lake Superior Brewing Company,Amber Ale,6.50
2056,Angry Chair First In A Flight,Angry Chair Brewing,Imperial IPA,9
2057,De Sutter La Folie Douce,De Sutter,Belgian Ale,5
2058,Cervezart Malvados Rubia,Cerveza Artesana de la Mancha,Amber Ale,5.40
2059,The Freehouse No . 7 Hoppy Amber,The Freehouse,Amber Ale,5.90
2060,Bangin _ Banjo Judy_s Amber,Bangin _ Banjo Brewing Company,Amber Ale,
2061,Star Trek Vulcan Ale - The Genesis Effect,Shmaltz Brewing Company,India Pale Ale &#40; IPA &#41;,5.40
2062,Cigar City Citrus Wizard,Cigar City Brewing,Amber Ale,7.40
2063,Rockbottom FizzGig,Rockbottom Brewpub,Amber Ale,7.50
2064,Seapine Skipine Bomb Hole Winter Ale,Seapine Brewing Company,American Strong Ale,7.30
2065,2 Way Hop Project : Columbus,2 Way Brewing Company,American Pale Ale,
2066,Second Salem Beast of Bray Road Ale,Second Salem Brewing Company,American Strong Ale,6.66
2067,L_Hermite AmÃ © ricain Amber Ale,Microbrasserie l_Hermite,Amber Ale,5.50
2068,Red Yeti Stepchild Amber,Red Yeti Brewing Company,Amber Ale,7
2069,Alpine Beer Company Red Card Ale,Alpine Beer Company &#40; CA &#41;,Amber Ale,6.20
2070,Lofty Zeb_s American Red Ale,Lofty Brewing Company,Amber Ale,5.40
2071,23rd Street Pumpkin Ale Bourbon Barrel Aged,23rd Street Brewery,Specialty Grain,
2072,Amsterdam Session Stout,Amsterdam Brewing Company,Stout,5
2073,Haven Right Said Red,Haven Gastropub + Brewery,American Strong Ale,9
2074,4 Hands Sugar & Spice,4 Hands Brewing Company,Spice/Herb/Vegetable,8.50
2075,Manantler Bootleg Glory,Manantler Craft Brewing,American Pale Ale,5.70
2076,Deep Creek Little Armoured One,Deep Creek Brewing Co,Amber Ale,5.70
2077,Busted Knuckle Fender Bender Blackberry Amber,Busted Knuckle Brewery,Fruit Beer,
2078,8th Wonder Rocket Fuel,8th Wonder Brewery,Porter,
2079,Backroom Holiday Market Ale - Rosemary & Orange Zest,Backroom Brewery,Spice/Herb/Vegetable,6
2080,FlyBoy Betty_s Red Ale,FlyBoy Brewing,Amber Ale,5.50
2081,HoppebrÃ $ u Wuidsau,HoppebrÃ $ u,Amber Ale,5.60
2082,7 Fjell Bryggeri Hurragutt,7 Fjell Bryggeri,Amber Ale,4.70
2083,Amber Double IPA,Amber,Imperial IPA,8
2084,Austin Beer Garden Road Trip,Austin Beer Garden Brewery,Saison,5.70
2085,Baird Smoked Amber Ale,Baird Brewing Co. .,Smoked,
2086,Wildlife 9 Grain Amber,Wildlife Brewing & Pizza,Amber Ale,6.50
2087,Barba Roja Morena,Barba Roja de Anapa,Dunkler Bock,4.50
2088,7 Fjell Kniksen India Red Ale,7 Fjell Bryggeri,Amber Ale,6.80
2089,The Eldo Secret Trail Ale,The Eldo Brewery & Taproom,Amber Ale,5.60
2090,Leisure Amber,Delafield Brewhaus,Amber Ale,4.50
2091,Daytona Beach FL Wildflower Unite Red Ale,Daytona Beach Brewing Company,Amber Ale,5.90
