id,Beer_Name,Brew_Factory_Name,Style,ABV
2747,Saint Annes Amber,The Dayton Beer Company,American Amber / Red Ale,5.90
2748,Helluva Honey,Kimo 's Sports Bar,American Amber / Red Ale,5.00
2749,Red Beard,Three Mugs Brewing,American Amber / Red Ale,11.00
2750,Fort Ann 's Amber,Battle Hill Brewing Company,American Amber / Red Ale,5.30
2751,Spencer Creek Amber Ale,Mia & Pia 's Pizzeria And Brewhouse,American Amber / Red Ale,5.50
2752,Cliff 's Amber,Vashon Brewing Company,American Amber / Red Ale,5.40
2753,Scarlet Letter Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.70
2754,Rita Raisin Red Ale,Amante Brew Company,American Amber / Red Ale,6.50
2755,Morning Wood Red Ale,Cool Springs Brewery,American Amber / Red Ale,
2756,Steam Beer,Sonnet 43 Brew House,American Amber / Red Ale,3.80
2757,Centennial Amber,Frisco Taphouse & Brewery,American Amber / Red Ale,7.30
2758,C-Red,Wheaty Brewing Corps,American Amber / Red Ale,4.50
2759,Rampart Red,Refuge Brewery,American Amber / Red Ale,6.20
2760,F8 Crusader IRA,Flyers Restaurant And Brewery,American Amber / Red Ale,
2761,Autumn Amber,Cloud 9 Brewery,American Amber / Red Ale,5.80
2762,L'AmbrÃ © e Des FÃªtes,Les 3 Brasseurs,American Amber / Red Ale,6.90
2763,La Tourangelle,Brasserie de l'Aurore,American Amber / Red Ale,6.10
2764,Willimantic Riverfest Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.20
2765,Gold Dredge Red,Gold Rush Brewery,American Amber / Red Ale,
2766,Autumn Session,North Country Brewing,American Amber / Red Ale,
2767,Honey Run Sun Amber,Millersburg Brewing Company,American Amber / Red Ale,6.00
2768,ISA Rousse,Microbrasserie Archibald,American Amber / Red Ale,3.80
2769,Florida Wildflower Unite Red Ale,Daytona Beach Brewing Company,American Amber / Red Ale,5.90
2770,Road Rash Red,Tandem Brewing Company,American Amber / Red Ale,6.00
2771,El Tormento,Red Eye Brewing Company,American Amber / Red Ale,9.00
2772,Virginia Harvest Ale,Tin Cannon Brewing Company,American Amber / Red Ale,5.80
2773,Molly Pitcher ( Wicked Women Series ),Brewster 's Brewing Co Ltd,American Amber / Red Ale,4.80
2774,Red Headed Stepchild Irish Red,Paradise Brewing Supplies Brewery & Taproom,American Amber / Red Ale,
2775,Elk Head Extra,Elk Head Brewing Company,American Amber / Red Ale,6.00
2776,Hop Crazed Squirrel,Smog City Brewing,American Amber / Red Ale,7.00
2777,Oatmeal Raisin Cookie Ale,Bluebird Microcreamery & Brewery,American Amber / Red Ale,5.90
2778,Rancho Rye,No Clue Craft Brewery,American Amber / Red Ale,6.00
2779,Kick Of Coriander,Johnson City Brewing Company,American Amber / Red Ale,5.10
2780,Hurricane Alley Amber Ale,Florida Beer Company,American Amber / Red Ale,
2781,Sonic Boom,Tiny Rebel Brewing Co. .,American Amber / Red Ale,6.80
2782,Natty Red Nitro,Hop Valley Brewing Company,American Amber / Red Ale,8.00
2783,Ocean Amber Ale,Oceanbryggeriet,American Amber / Red Ale,5.00
2784,100 Brett Red Ale,Cervejaria Way,American Amber / Red Ale,5.80
2785,Thetis,Nibe Bryghus,American Amber / Red Ale,6.00
2786,Nighthawk India Red,GrÃ 1/4 nerlÃ ¸ kka Brygghus,American Amber / Red Ale,6.00
2787,Cherry Tart,Green Room Brewing,American Amber / Red Ale,5.50
2788,Slayer 666 Red Ale,the Nils Oscar Company,American Amber / Red Ale,6.50
2789,Shipstone 's Crew Fine Amber Ale,ALDI Stores Australia,American Amber / Red Ale,5.00
2790,Belgian Style Amber Ale,Adirondack Pub & Brewery,American Amber / Red Ale,5.00
2791,Flagstaff Amber,Bootstrap Brewing,American Amber / Red Ale,5.60
2792,Tri Martolod Rousse,Brasseries Artisanales Tri Martolod,American Amber / Red Ale,5.30
2793,Poppy Jasper Brewed With Willamette Hops,El Toro Brewing Co. .,American Amber / Red Ale,
2794,RathSkeleton The Red,Twisted Vine Brewery,American Amber / Red Ale,5.80
2795,1901 Red Ale ( nitro ),Bold City Brewery,American Amber / Red Ale,7.50
2796,Original Red,Hopworks Urban Brewery,American Amber / Red Ale,5.70
2797,Magic Rock / Cigar City Cigarro Roja Magica,Magic Rock Brewing,American Amber / Red Ale,6.50
2798,Riverbend Red,Riverbend Brewing Company,American Amber / Red Ale,5.00
2799,Big Dom 's Polish Ale,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,
2800,Wreak Havoc,Bootstrap Brewing,American Amber / Red Ale,8.30
2801,Dancing Duck Amberillo,Dancing Duck Brewery,American Amber / Red Ale,4.80
2802,San Gabriel Birra La Rossa Di Verona,Birreria San Gabriel,American Amber / Red Ale,5.50
2803,Brazen Amber Ale,Carrig Brewing Co. .,American Amber / Red Ale,4.20
2804,5:02 Amber With Summit Hops,Wichita Brewing Co. & Pizzeria West,American Amber / Red Ale,
2805,Suzi 's Red Belly,Cocoa Beach Brewing Company,American Amber / Red Ale,
2806,Armstead Amber,Beaverhead Brewing Company,American Amber / Red Ale,
2807,The BigTop,Magic Rock Brewing,American Amber / Red Ale,7.00
2808,Holgate Red,Truefitt Brewing Company,American Amber / Red Ale,4.40
2809,Pinnacle Peak Amber Ale,Pinnacle Peak Patio Steakhouse & Microbrewery,American Amber / Red Ale,
2810,Peak 6,Breckenridge Brewery,American Amber / Red Ale,
2811,Mermaid 's Red Ale - Bourbon Oak Aged,Coronado Brewing Company,American Amber / Red Ale,
2812,Trentatre Ambrata,Birra Del Borgo,American Amber / Red Ale,6.00
2813,La Fauve,Les Brasseurs de la Jonte,American Amber / Red Ale,5.50
2814,Peanut Butter Amber Ale,Three Notch 'd Brewing Company,American Amber / Red Ale,5.90
2815,Gluten Friendly,Outlaw Brewing,American Amber / Red Ale,
2816,Reservoir Hops,HolzbrÃ $ u,American Amber / Red Ale,6.10
2817,SkjeggjÃ ¸ ld,_ gir Bryggeri,American Amber / Red Ale,6.00
2818,Springtime Red,Council Rock Brewery,American Amber / Red Ale,5.00
2819,Autumn Recipe,Buffalo Water Beer Company,American Amber / Red Ale,
2820,La Cara Del Indio,BoquerÃ ³ n Brewing Co. .,American Amber / Red Ale,5.80
2821,Monseratte Roja,Bogota Beer Company,American Amber / Red Ale,5.00
2822,Roil Nuts,Imperial Oak Brewing,American Amber / Red Ale,6.00
2823,Marks & Spencer - Lowland Glen Amber,Harviestoun Brewery Ltd. .,American Amber / Red Ale,4.50
2824,RÃ ¶ de Orm,Lundabryggeriet,American Amber / Red Ale,5.80
2825,Admiral ( of The ) Red Ale,Claim 52 Brewing,American Amber / Red Ale,6.00
2826,Singing At Trees,Temperance Beer Co. .,American Amber / Red Ale,6.00
2827,Red Rice,Half Moon Bay Brewing Company,American Amber / Red Ale,6.53
2828,Roscoe Red,Horse Thief Hollow,American Amber / Red Ale,5.80
2829,TomaHawkins,Juniper Brewing Company,American Amber / Red Ale,5.80
2830,Ponderosa Belgian Red Ale,Wild Earth Brewing Company,American Amber / Red Ale,6.50
2831,Her Name Was Amber Ale,Rare Bird Brewpub,American Amber / Red Ale,4.80
2832,Red Remains,Solera Brewery,American Amber / Red Ale,5.80
2833,La St-Louis SpÃ © ciale,Microbrasserie Les Vents D'Ange,American Amber / Red Ale,
2834,Imperial Warbeard Irish Red,Walnut River Brewing Company,American Amber / Red Ale,8.50
2835,Redheaded Step Hog,Twisted Snout Brewery & Public House,American Amber / Red Ale,5.80
2836,Fox Island Red Ale,Big Horn Brewing Company ( The RAM ) - Sunrise Village,American Amber / Red Ale,
2837,Forever Amber,Charleston Brewing Company,American Amber / Red Ale,5.60
2838,Pineapple Habanero Amber,Bird Dog Brewing,American Amber / Red Ale,5.80
2839,Double Red Tail,Beard & Brau,American Amber / Red Ale,6.20
2840,The Ascent,Big Time Brewery & Alehouse,American Amber / Red Ale,5.50
2841,Lord Of Myrcene,MalmÃ ¶ Brewing Co,American Amber / Red Ale,7.00
2842,Rust Never Sleeps Amber,Chilly Water Brewing Company,American Amber / Red Ale,5.70
2843,Recompression Red,Poseidon Brewing Company,American Amber / Red Ale,5.90
2844,Royal Red,The Lord Nelson Brewery Hotel,American Amber / Red Ale,4.10
2845,Grandpa 's Amber Ale,Barley John 's Brew Pub,American Amber / Red Ale,6.30
2846,British Amber,Airways Brewing Company,American Amber / Red Ale,5.30
2847,BBA,Small Batch Beer Co. .,American Amber / Red Ale,6.90
2848,Tres Vaqueros Amber Ale,Three Monkeys Brewing Company,American Amber / Red Ale,5.50
2849,Roman Red,Triggerfish Brewery,American Amber / Red Ale,5.20
2850,Milly 's Coal Miners Common,Milly 's Tavern / Stark Brewing Company,American Amber / Red Ale,4.70
2851,United Red Ale,Two Brothers Brewing Company,American Amber / Red Ale,4.80
2852,Pitchers Sunset Amber,Pitchers Brewery & Sports Shack,American Amber / Red Ale,5.50
2853,The Gambler American Amber,Outlaw Brewing,American Amber / Red Ale,5.60
2854,Moska Torrada,Cerveseria Birrart,American Amber / Red Ale,6.00
2855,Omelet,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,9.30
2856,Y. Market Craft Heart Red,Y. Market Brewing,American Amber / Red Ale,5.50
2857,Tongue Buckler Cask W/Ginger And Lemongrass,Ballast Point Brewing Company,American Amber / Red Ale,10.00
2858,Star,Portobello Brewery,American Amber / Red Ale,4.30
2859,Audible Amber,Wabash Brewing Taproom & Brewery,American Amber / Red Ale,5.20
2860,Toast,The Liverpool Craft Beer Co. .,American Amber / Red Ale,4.20
2861,Monkey _ ™ s Uncle Red Ale,Clare Valley Brewing Co. .,American Amber / Red Ale,
2862,Monkey Bar,Recess Brewing,American Amber / Red Ale,4.70
2863,Out There Celestial Love,Out There Brewing Company,American Amber / Red Ale,5.10
2864,Warrior I.R.A.,Coney Island Brewing Company,American Amber / Red Ale,6.50
2865,Sunset Amber,Boatyard Brewing Co. .,American Amber / Red Ale,6.80
2866,Red Rocket,Wild Donkey Brewing Co. .,American Amber / Red Ale,5.70
2867,Red Curry Ale,Hideout Brewing Company,American Amber / Red Ale,5.50
2868,Leatherwood Red,Andrews Brewing Company,American Amber / Red Ale,5.60
2869,Redner,Cigar City Brewing,American Amber / Red Ale,6.60
2870,Infrared,Old 99 Brewing Co. .,American Amber / Red Ale,7.00
2871,Rambler Amber,New Terrain Brewing Co,American Amber / Red Ale,6.20
2872,Indie Amber,Barrelhead Brewery,American Amber / Red Ale,4.50
2873,Festivus,Ocean City Brewing Company,American Amber / Red Ale,6.20
2874,Battle Royale Red,Turtle Mountain Brewing Company,American Amber / Red Ale,6.50
2875,American Bully Amber,Bulldog Brewery,American Amber / Red Ale,
2876,ColorAmber Ale,38 State Brewing Company,American Amber / Red Ale,5.20
2877,Alameda Amber,Ironworks Brewpub,American Amber / Red Ale,
2878,Crave,Wabash Brewing Taproom & Brewery,American Amber / Red Ale,5.50
2879,Red Castle,Thai Me Up / Melvin Brewing,American Amber / Red Ale,7.00
2880,Big Red Rooster,St Andrews Brewing Company,American Amber / Red Ale,4.50
2881,Rusty Scupper Amber Ale,Heavy Seas Beer,American Amber / Red Ale,
2882,Crown Of Eyes,TRVE Brewing Co. .,American Amber / Red Ale,5.00
2883,Blame Canada,Cherry Street Brewing Cooperative,American Amber / Red Ale,7.40
2884,Massey Red Ale,Hillstown Brewery,American Amber / Red Ale,5.20
2885,Rotty 's Red Ale,Bulldog Brewery,American Amber / Red Ale,
2886,Anchor Amber,Ten Pin Brewing Co. .,American Amber / Red Ale,5.80
2887,Rock House Amber,Satulah Mountain Brewing Company,American Amber / Red Ale,5.00
2888,Molly,Eagle Rock Brewery,American Amber / Red Ale,5.50
2889,Birra Speciale,Birrificio Le Baladin,American Amber / Red Ale,6.30
2890,Kelvin & Hops,Black Sky Brewery,American Amber / Red Ale,5.20
2891,Bandit Mask,Onion Pub & Brewery / Wild Onion Brewing Co. .,American Amber / Red Ale,5.00
2892,1926 Amber Ale,Fifty West Brewing Co,American Amber / Red Ale,5.60
2893,Mt. Rainier Red,Willimantic Brewing Co. .,American Amber / Red Ale,5.50
2894,Mandrin AmbrÃ © e BIO,Brasserie Artisanale Du DauphinÃ ©,American Amber / Red Ale,5.50
2895,Chronic Ale - Lucky Charms,Pizza Port Solana Beach,American Amber / Red Ale,4.90
2896,Fenton Fire Hall Ale,Right Brain Brewery,American Amber / Red Ale,4.80
2897,Fire Station 5,Original Gravity / Final Gravity Brewing Co. .,American Amber / Red Ale,6.00
2898,Bambino Amber,Cooperstown Brewing Company,American Amber / Red Ale,5.50
2899,American Amber Wheat,Black Swan Brewpub,American Amber / Red Ale,6.30
2900,Forester Bitter Amber Ale,The Two Metre Tall Company Pty Ltd,American Amber / Red Ale,5.20
2901,State & Main Red Ale,Big Rock Brewery,American Amber / Red Ale,5.00
2902,Cento All ` Ora,Birra Dell ` Elba Brew Pub,American Amber / Red Ale,3.50
2903,Brigitte Honey Ale,Amante Brew Company,American Amber / Red Ale,6.00
2904,Kjuagutt,7 Fjell Bryggeri,American Amber / Red Ale,4.70
2905,Fitger 's Red Ale,Lake Superior Brewing Company,American Amber / Red Ale,
2906,Lil Red,Red Shedman Farm Brewery & Hop Yard,American Amber / Red Ale,5.80
2907,E'vil Winter Hoppy Ale,Ellicottville Brewing Co. .,American Amber / Red Ale,5.50
2908,Sourless Ginger,Hearthstone Grill,American Amber / Red Ale,3.80
2909,The Gentle Mongoose,Holy City Brewing,American Amber / Red Ale,6.90
2910,Gros Ours,Microbrasserie La BoÃ ® te _ Malt,American Amber / Red Ale,4.50
2911,Chunky 's Red Carpet Ale,Woodstock Inn Brewery,American Amber / Red Ale,5.50
2912,Mango Chili Red Ale,Cigar City Brewing,American Amber / Red Ale,7.20
2913,California Common,Appalachian Brewing Company,American Amber / Red Ale,5.80
2914,Revelry Red,McMenamins,American Amber / Red Ale,6.58
2915,Hoppy Amber Ale ( Mountain Series ),Breckenridge Brewery,American Amber / Red Ale,6.10
2916,Red Velvet Ale,Lofty Brewing Company,American Amber / Red Ale,5.40
2917,Iwo Jima Red Ale,Battlefield Brewing Co At The Pub,American Amber / Red Ale,6.40
2918,Breadwinner,Elysian Brewing Company,American Amber / Red Ale,5.40
2919,Kiss Me I 'm Irish,Home Republic,American Amber / Red Ale,5.50
2920,O'Bar Amber Ale,O'Fallon Brewery,American Amber / Red Ale,5.50
2921,Brass Band Golden Ale,Iechyd Da Brewing Company,American Amber / Red Ale,5.70
2922,Dammit Jim ! Amber,Intergalactic Brewing Co. .,American Amber / Red Ale,5.60
2923,Secret Lake Amber Ale,Fallbrook Brewing Company,American Amber / Red Ale,5.60
2924,Calibration Ale,Brady 's Brewhouse,American Amber / Red Ale,
2925,Jurassic Duck Amber Ale ( dry Hopped With Mosaic ),The Dodging Duck Brewhaus,American Amber / Red Ale,
2926,Goblin Hunter,Galactic Coast Brewing,American Amber / Red Ale,6.60
2927,Happy Ending,Scuttlebutt Brewing Company,American Amber / Red Ale,5.10
2928,Just The Tip,Bluetick Brewery,American Amber / Red Ale,
2929,Bitter Creek Red Desert Ale,Bitter Creek Brewing Company,American Amber / Red Ale,
2930,Big Red Hoppy Barn,Westfield River Brewing Company,American Amber / Red Ale,9.50
2931,McCarthy 's Red,Tomoka Brewery,American Amber / Red Ale,5.00
2932,Bucket Of Blood,St. Austell Brewery,American Amber / Red Ale,4.50
2933,Cheerwood Amber,Marz Community Brewing,American Amber / Red Ale,
2934,Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50
2935,OPA,Nita Beer Company,American Amber / Red Ale,6.00
2936,Prairie Moon Red,The Monarch Tavern - Fountain City Brewing Co. .,American Amber / Red Ale,
2937,Barkin ' Bacon,Veterans United Craft Brewery,American Amber / Red Ale,
2938,La Calavera Jingo Amber Lunch,La Calavera,American Amber / Red Ale,6.20
2939,Magnitude Imperial Red,Freedom 's Edge Brewing Co. .,American Amber / Red Ale,7.50
2940,L _ ™ ambrÃ © e,Brasserie Artisanale du Val D'Ainan,American Amber / Red Ale,7.00
2941,Pumpkin Pie Spiced Ale,St. Francis Brewery & Restaurant,American Amber / Red Ale,
2942,Two Loves Chocolate Ale,Brewer 's Alley Restaurant & Brewery,American Amber / Red Ale,5.10
2943,Open Road Hop Red,The Unknown Brewing Co. .,American Amber / Red Ale,6.50
2944,Bone Crusher,Silver Moon Brewing,American Amber / Red Ale,
2945,Festival Amber ( AmbrÃ © e Des FÃªtes ),The 3 Brewers,American Amber / Red Ale,6.90
2946,The Observer,The Old Bakery Beer Company,American Amber / Red Ale,5.30
2947,Grain Rouge,La BiÃ ¨ re des Gardians,American Amber / Red Ale,4.70
2948,La Rousse Du Malbord,Microbrasserie Le Malbord,American Amber / Red Ale,5.00
2949,Pleasure Victim,Sick N Twisted Brewing Co. .,American Amber / Red Ale,
2950,Working Mans Red,McMenamins Six Arms,American Amber / Red Ale,
2951,Ten Grain To Your Brain Amber Ale,Snow Eagle Brewing & Grill,American Amber / Red Ale,7.50
2952,Ship In A Bottle Mersey Ale,Liverpool Organic Brewery,American Amber / Red Ale,5.20
2953,Crimson Halo,All Saints Brewing Company,American Amber / Red Ale,5.30
2954,331 Red,August Schell Brewing Company,American Amber / Red Ale,
2955,Wildfire Red,Mt. Emily Ale House,American Amber / Red Ale,7.60
2956,Xena,Brewery Vivant,American Amber / Red Ale,5.50
2957,You 've Got Red On You,Frozen Toes Brewing / Pizza By Elizabeths,American Amber / Red Ale,5.00
2958,Rod 's Rodeo Red,Mia & Pia 's Pizzeria And Brewhouse,American Amber / Red Ale,4.70
2959,Rutland City Red,Hop 'n Moose Brewing Company,American Amber / Red Ale,4.10
2960,Sequoia American Amber Ale,Wig And Pen,American Amber / Red Ale,5.90
2961,Capitol Copper Ale,American River Brewing Company,American Amber / Red Ale,6.50
2962,Awesome Red : Red House IRA,Awesome Ales,American Amber / Red Ale,7.10
2963,Red Special,Blue Note Brewing Company,American Amber / Red Ale,5.70
2964,Red Baron Ale,Schram Vineyards Winery & Brewery,American Amber / Red Ale,6.50
2965,Montana Amber,Blacksmith Brewing,American Amber / Red Ale,
2966,Bronc Buster Double Red,Wildlife Brewing & Pizza,American Amber / Red Ale,
2967,Hop Mama Amber,Old Forge Brewing Company,American Amber / Red Ale,5.70
2968,Red Line Ale ( Rum Barrel ),Hellbender Brewing Company,American Amber / Red Ale,6.00
2969,Tampa Red,LagerHaus Grill & Brewery,American Amber / Red Ale,4.80
2970,Skyline Rye,Royal Gorge Brewing Co. & Restaurant,American Amber / Red Ale,6.50
2971,Red Llama,Steel String Brewery,American Amber / Red Ale,6.50
2972,Imperial Moustache Red Ale,Salty Nut Brewery,American Amber / Red Ale,6.00
2973,Cardinal Park Red Ale,Johnson City Brewing Company,American Amber / Red Ale,5.70
2974,Beer 'd,John Harvard 's Brewery & Ale House,American Amber / Red Ale,6.10
2975,Rock River Red Ale,Berghoff Brewery,American Amber / Red Ale,
2976,Aggie Amber Ale,De La Vega 's Pecan Grill & Brewery,American Amber / Red Ale,5.20
2977,Red Robin Red,Three Notch 'd Brewing Company,American Amber / Red Ale,
2978,Copper Hull,Island Hoppin ' Brewery,American Amber / Red Ale,
2979,Street Cred India Rye Red Ale,Roaring Fork Beer Company,American Amber / Red Ale,7.20
2980,Ruthless Red Ale,Honey Wagon Brewing,American Amber / Red Ale,5.60
2981,Mankerbeer Red Ale,Beerbliotek,American Amber / Red Ale,6.00
2982,Red Red Wheat,Ex Novo Brewing,American Amber / Red Ale,
2983,Ragtop Red,Garage Brewing Co. .,American Amber / Red Ale,5.40
2984,Walls,Concrete Beach Brewery,American Amber / Red Ale,4.90
2985,La Soyeuse AmbrÃ © e,Ferme Brasserie La Soyeuse,American Amber / Red Ale,6.00
2986,Rodan Red IPA,Pacific Brewing Company,American Amber / Red Ale,7.30
2987,Red Sun,Mad Hops,American Amber / Red Ale,5.40
2988,Barrel Aged Old Fashion,Wicked Weed Brewing,American Amber / Red Ale,8.40
2989,Wilbur 's Regret,Palmetto Brewing Company,American Amber / Red Ale,5.40
2990,French And Indian Corn Ale,Sprague Farm & Brew Works,American Amber / Red Ale,
2991,Auger Falls Dark Amber Ale,Von Scheidt Brewing Company,American Amber / Red Ale,
2992,Ise Kadoya Amber Ale,Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,American Amber / Red Ale,4.50
2993,NewlyRed Double Red,Philipsburg Brewing Company,American Amber / Red Ale,6.90
2994,Ansel 's Amber,The VB Brewery,American Amber / Red Ale,5.00
